State,Year,Reading
Nebraska,1980,3.1
Nebraska,1981,2.8
Nebraska,1982,3.2
Nebraska,1983,3.0
Nebraska,1984,2.8
Nebraska,1985,2.8
Nebraska,1986,2.6
Nebraska,1987,2.4
Nebraska,1988,2.7
Nebraska,1989,2.8
Nebraska,1990,2.5
Nebraska,1991,2.7
Nebraska,1992,2.5
Nebraska,1993,2.9
Nebraska,1994,2.7
Nebraska,1995,2.7
Nebraska,1996,3.1
Nebraska,1997,2.9
Nebraska,1998,2.6
Nebraska,1999,2.6
Nebraska,2000,2.8
Nebraska,2001,3.0
Nebraska,2002,2.9
Nebraska,2003,2.8
Nebraska,2004,2.5
Nebraska,2005,2.5
Nebraska,2006,2.3
Nebraska,2007,2.5
Nebraska,2008,2.9
Nebraska,2009,2.7
Nebraska,2010,2.7
Nebraska,2011,2.6
Nebraska,2012,2.1
Nebraska,2013,2.7
Nebraska,2014,2.7
Nevada,1980,0.9
Nevada,1981,0.9
Nevada,1982,1.1
Nevada,1983,0.9
Nevada,1984,0.9
Nevada,1985,1.0
Nevada,1986,0.9
Nevada,1987,1.0
Nevada,1988,1.1
Nevada,1989,1.2
Nevada,1990,1.2
Nevada,1991,1.3
Nevada,1992,1.2
Nevada,1993,1.4
Nevada,1994,1.4
Nevada,1995,1.3
Nevada,1996,1.4
Nevada,1997,1.6
Nevada,1998,1.9
Nevada,1999,1.8
Nevada,2000,1.8
Nevada,2001,2.0
Nevada,2002,2.0
Nevada,2003,2.0
Nevada,2004,2.2
Nevada,2005,2.2
Nevada,2006,2.3
Nevada,2007,2.3
Nevada,2008,2.3
Nevada,2009,2.3
Nevada,2010,2.4
Nevada,2011,2.4
Nevada,2012,2.2
Nevada,2013,2.5
Nevada,2014,2.1
New Hampshire,1980,2.0
New Hampshire,1981,1.9
New Hampshire,1982,1.8
New Hampshire,1983,1.7
New Hampshire,1984,2.1
New Hampshire,1985,2.3
New Hampshire,1986,2.2
New Hampshire,1987,2.6
New Hampshire,1988,2.6
New Hampshire,1989,2.9
New Hampshire,1990,2.4
New Hampshire,1991,2.4
New Hampshire,1992,2.5
New Hampshire,1993,2.5
New Hampshire,1994,2.6
New Hampshire,1995,2.7
New Hampshire,1996,2.9
New Hampshire,1997,2.9
New Hampshire,1998,2.8
New Hampshire,1999,2.8
New Hampshire,2000,2.9
New Hampshire,2001,2.8
New Hampshire,2002,2.6
New Hampshire,2003,3.2
New Hampshire,2004,3.3
New Hampshire,2005,3.1
New Hampshire,2006,2.7
New Hampshire,2007,2.7
New Hampshire,2008,2.7
New Hampshire,2009,2.5
New Hampshire,2010,2.2
New Hampshire,2011,2.3
New Hampshire,2012,1.9
New Hampshire,2013,2.3
New Hampshire,2014,2.7
New Jersey,1980,17.8
New Jersey,1981,18.0
New Jersey,1982,16.5
New Jersey,1983,15.0
New Jersey,1984,16.9
New Jersey,1985,17.1
New Jersey,1986,17.0
New Jersey,1987,17.8
New Jersey,1988,18.5
New Jersey,1989,18.4
New Jersey,1990,15.3
New Jersey,1991,15.2
New Jersey,1992,16.5
New Jersey,1993,16.2
New Jersey,1994,18.1
New Jersey,1995,16.1
New Jersey,1996,17.8
New Jersey,1997,17.1
New Jersey,1998,15.1
New Jersey,1999,16.1
New Jersey,2000,16.8
New Jersey,2001,16.2
New Jersey,2002,15.7
New Jersey,2003,18.4
New Jersey,2004,17.4
New Jersey,2005,16.9
New Jersey,2006,14.1
New Jersey,2007,16.1
New Jersey,2008,15.8
New Jersey,2009,15.5
New Jersey,2010,14.6
New Jersey,2011,13.9
New Jersey,2012,12.5
New Jersey,2013,14.7
New Jersey,2014,16.1
New Mexico,1980,1.9
New Mexico,1981,1.6
New Mexico,1982,1.8
New Mexico,1983,1.9
New Mexico,1984,1.7
New Mexico,1985,1.8
New Mexico,1986,1.6
New Mexico,1987,1.8
New Mexico,1988,1.8
New Mexico,1989,1.8
New Mexico,1990,2.0
New Mexico,1991,2.0
New Mexico,1992,2.0
New Mexico,1993,2.0
New Mexico,1994,1.8
New Mexico,1995,1.8
New Mexico,1996,2.0
New Mexico,1997,2.2
New Mexico,1998,2.2
New Mexico,1999,2.3
New Mexico,2000,2.3
New Mexico,2001,2.6
New Mexico,2002,2.4
New Mexico,2003,2.2
New Mexico,2004,2.3
New Mexico,2005,2.3
New Mexico,2006,2.1
New Mexico,2007,2.2
New Mexico,2008,2.3
New Mexico,2009,2.2
New Mexico,2010,2.3
New Mexico,2011,2.2
New Mexico,2012,2.1
New Mexico,2013,2.3
New Mexico,2014,2.1
New York,1980,35.5
New York,1981,34.4
New York,1982,33.6
New York,1983,31.4
New York,1984,35.4
New York,1985,34.4
New York,1986,36.4
New York,1987,38.3
New York,1988,39.9
New York,1989,38.5
New York,1990,33.6
New York,1991,32.9
New York,1992,36.2
New York,1993,35.7
New York,1994,35.3
New York,1995,34.2
New York,1996,36.6
New York,1997,34.7
New York,1998,31.6
New York,1999,34.3
New York,2000,39.2
New York,2001,38.2
New York,2002,36.0
New York,2003,39.1
New York,2004,38.1
New York,2005,39.1
New York,2006,32.5
New York,2007,36.2
New York,2008,34.9
New York,2009,32.5
New York,2010,31.4
New York,2011,30.8
New York,2012,30.1
New York,2013,31.9
New York,2014,35.1
North Carolina,1980,6.6
North Carolina,1981,5.5
North Carolina,1982,5.2
North Carolina,1983,5.2
North Carolina,1984,7.0
North Carolina,1985,6.3
North Carolina,1986,6.2
North Carolina,1987,6.9
North Carolina,1988,7.4
North Carolina,1989,6.6
North Carolina,1990,5.2
North Carolina,1991,5.4
North Carolina,1992,6.0
North Carolina,1993,6.3
North Carolina,1994,5.9
North Carolina,1995,6.5
North Carolina,1996,7.5
North Carolina,1997,6.8
North Carolina,1998,6.7
North Carolina,1999,6.3
North Carolina,2000,7.1
North Carolina,2001,6.8
North Carolina,2002,6.3
North Carolina,2003,7.2
North Carolina,2004,7.1
North Carolina,2005,6.6
North Carolina,2006,5.7
North Carolina,2007,5.5
North Carolina,2008,5.9
North Carolina,2009,5.7
North Carolina,2010,6.4
North Carolina,2011,5.1
North Carolina,2012,4.4
North Carolina,2013,5.2
North Carolina,2014,5.6
North Dakota,1980,1.2
North Dakota,1981,1.1
North Dakota,1982,1.1
North Dakota,1983,1.1
North Dakota,1984,0.9
North Dakota,1985,1.1
North Dakota,1986,1.1
North Dakota,1987,0.9
North Dakota,1988,1.1
North Dakota,1989,1.1
North Dakota,1990,1.0
North Dakota,1991,1.1
North Dakota,1992,1.0
North Dakota,1993,1.0
North Dakota,1994,1.0
North Dakota,1995,1.0
North Dakota,1996,1.2
North Dakota,1997,1.2
North Dakota,1998,1.0
North Dakota,1999,1.1
North Dakota,2000,1.2
North Dakota,2001,1.2
North Dakota,2002,1.2
North Dakota,2003,1.2
North Dakota,2004,1.2
North Dakota,2005,1.2
North Dakota,2006,1.0
North Dakota,2007,1.1
North Dakota,2008,1.2
North Dakota,2009,1.1
North Dakota,2010,1.0
North Dakota,2011,1.0
North Dakota,2012,0.9
North Dakota,2013,1.1
North Dakota,2014,1.1
Ohio,1980,24.0
Ohio,1981,22.6
Ohio,1982,21.7
Ohio,1983,19.3
Ohio,1984,21.4
Ohio,1985,21.1
Ohio,1986,21.9
Ohio,1987,21.9
Ohio,1988,23.3
Ohio,1989,23.8
Ohio,1990,20.6
Ohio,1991,21.1
Ohio,1992,22.2
Ohio,1993,23.1
Ohio,1994,22.3
Ohio,1995,23.0
Ohio,1996,24.3
Ohio,1997,23.0
Ohio,1998,19.3
Ohio,1999,21.3
Ohio,2000,22.0
Ohio,2001,19.5
Ohio,2002,20.5
Ohio,2003,21.9
Ohio,2004,20.7
Ohio,2005,20.5
Ohio,2006,17.2
Ohio,2007,18.9
Ohio,2008,19.2
Ohio,2009,18.4
Ohio,2010,17.6
Ohio,2011,17.6
Ohio,2012,15.3
Ohio,2013,18.2
Ohio,2014,19.5
Oklahoma,1980,4.5
Oklahoma,1981,4.3
Oklahoma,1982,4.8
Oklahoma,1983,5.0
Oklahoma,1984,4.8
Oklahoma,1985,4.6
Oklahoma,1986,4.0
Oklahoma,1987,3.8
Oklahoma,1988,4.3
Oklahoma,1989,4.3
Oklahoma,1990,3.9
Oklahoma,1991,4.0
Oklahoma,1992,3.8
Oklahoma,1993,4.6
Oklahoma,1994,4.1
Oklahoma,1995,4.0
Oklahoma,1996,4.6
Oklahoma,1997,4.3
Oklahoma,1998,3.9
Oklahoma,1999,3.9
Oklahoma,2000,4.2
Oklahoma,2001,4.1
Oklahoma,2002,4.4
Oklahoma,2003,4.1
Oklahoma,2004,3.7
Oklahoma,2005,3.7
Oklahoma,2006,3.4
Oklahoma,2007,3.9
Oklahoma,2008,4.1
Oklahoma,2009,3.9
Oklahoma,2010,4.1
Oklahoma,2011,3.8
Oklahoma,2012,3.0
Oklahoma,2013,4.1
Oklahoma,2014,4.2
Oregon,1980,2.0
Oregon,1981,2.2
Oregon,1982,2.1
Oregon,1983,1.9
Oregon,1984,2.1
Oregon,1985,2.3
Oregon,1986,2.0
Oregon,1987,1.7
Oregon,1988,1.9
Oregon,1989,2.1
Oregon,1990,2.0
Oregon,1991,2.2
Oregon,1992,1.9
Oregon,1993,2.4
Oregon,1994,2.3
Oregon,1995,2.2
Oregon,1996,2.5
Oregon,1997,2.4
Oregon,1998,2.4
Oregon,1999,2.8
Oregon,2000,2.7
Oregon,2001,2.7
Oregon,2002,2.7
Oregon,2003,2.6
Oregon,2004,2.5
Oregon,2005,2.6
Oregon,2006,2.7
Oregon,2007,2.7
Oregon,2008,2.9
Oregon,2009,2.9
Oregon,2010,2.5
Oregon,2011,2.9
Oregon,2012,2.6
Oregon,2013,2.8
Oregon,2014,2.5
Pennsylvania,1980,29.5
Pennsylvania,1981,27.5
Pennsylvania,1982,25.5
Pennsylvania,1983,24.0
Pennsylvania,1984,27.5
Pennsylvania,1985,26.0
Pennsylvania,1986,25.4
Pennsylvania,1987,25.3
Pennsylvania,1988,26.8
Pennsylvania,1989,27.7
Pennsylvania,1990,23.6
Pennsylvania,1991,23.8
Pennsylvania,1992,25.4
Pennsylvania,1993,26.1
Pennsylvania,1994,25.7
Pennsylvania,1995,24.9
Pennsylvania,1996,26.0
Pennsylvania,1997,24.6
Pennsylvania,1998,21.0
Pennsylvania,1999,23.4
Pennsylvania,2000,25.6
Pennsylvania,2001,24.3
Pennsylvania,2002,23.7
Pennsylvania,2003,26.3
Pennsylvania,2004,25.1
Pennsylvania,2005,23.8
Pennsylvania,2006,20.2
Pennsylvania,2007,21.6
Pennsylvania,2008,25.3
Pennsylvania,2009,19.8
Pennsylvania,2010,20.2
Pennsylvania,2011,19.4
Pennsylvania,2012,17.2
Pennsylvania,2013,20.0
Pennsylvania,2014,22.2
Rhode Island,1980,2.2
Rhode Island,1981,1.9
Rhode Island,1982,1.9
Rhode Island,1983,2.0
Rhode Island,1984,2.4
Rhode Island,1985,2.6
Rhode Island,1986,2.4
Rhode Island,1987,2.6
Rhode Island,1988,2.8
Rhode Island,1989,2.6
Rhode Island,1990,2.3
Rhode Island,1991,2.3
Rhode Island,1992,2.8
Rhode Island,1993,2.6
Rhode Island,1994,2.7
Rhode Island,1995,2.5
Rhode Island,1996,2.7
Rhode Island,1997,2.6
Rhode Island,1998,2.4
Rhode Island,1999,2.3
Rhode Island,2000,2.5
Rhode Island,2001,2.6
Rhode Island,2002,2.5
Rhode Island,2003,2.8
Rhode Island,2004,2.8
Rhode Island,2005,2.7
Rhode Island,2006,2.2
Rhode Island,2007,2.3
Rhode Island,2008,2.2
Rhode Island,2009,2.3
Rhode Island,2010,2.2
Rhode Island,2011,2.1
Rhode Island,2012,2.0
Rhode Island,2013,2.2
Rhode Island,2014,2.3
South Carolina,1980,2.6
South Carolina,1981,2.2
South Carolina,1982,1.9
South Carolina,1983,2.1
South Carolina,1984,2.5
South Carolina,1985,2.3
South Carolina,1986,2.4
South Carolina,1987,2.7
South Carolina,1988,2.6
South Carolina,1989,2.6
South Carolina,1990,2.1
South Carolina,1991,2.2
South Carolina,1992,2.2
South Carolina,1993,2.4
South Carolina,1994,2.2
South Carolina,1995,2.3
South Carolina,1996,2.5
South Carolina,1997,2.3
South Carolina,1998,2.2
South Carolina,1999,2.3
South Carolina,2000,2.4
South Carolina,2001,2.2
South Carolina,2002,2.2
South Carolina,2003,2.3
South Carolina,2004,2.4
South Carolina,2005,2.3
South Carolina,2006,1.9
South Carolina,2007,1.9
South Carolina,2008,1.9
South Carolina,2009,1.9
South Carolina,2010,2.3
South Carolina,2011,1.8
South Carolina,2012,1.5
South Carolina,2013,1.8
South Carolina,2014,2.0
South Dakota,1980,1.2
South Dakota,1981,1.1
South Dakota,1982,1.2
South Dakota,1983,1.1
South Dakota,1984,1.1
South Dakota,1985,1.1
South Dakota,1986,1.2
South Dakota,1987,1.2
South Dakota,1988,1.2
South Dakota,1989,1.4
South Dakota,1990,1.4
South Dakota,1991,1.2
South Dakota,1992,1.0
South Dakota,1993,1.2
South Dakota,1994,1.2
South Dakota,1995,1.2
South Dakota,1996,1.5
South Dakota,1997,1.3
South Dakota,1998,1.1
South Dakota,1999,1.1
South Dakota,2000,1.2
South Dakota,2001,1.1
South Dakota,2002,1.2
South Dakota,2003,1.2
South Dakota,2004,1.1
South Dakota,2005,1.0
South Dakota,2006,1.0
South Dakota,2007,1.0
South Dakota,2008,1.2
South Dakota,2009,1.2
South Dakota,2010,1.1
South Dakota,2011,1.0
South Dakota,2012,0.9
South Dakota,2013,1.1
South Dakota,2014,1.1
Tennessee,1980,3.2
Tennessee,1981,3.1
Tennessee,1982,3.0
Tennessee,1983,3.1
Tennessee,1984,3.2
Tennessee,1985,2.9
Tennessee,1986,2.8
Tennessee,1987,3.0
Tennessee,1988,3.5
Tennessee,1989,3.6
Tennessee,1990,3.3
Tennessee,1991,3.4
Tennessee,1992,3.7
Tennessee,1993,4.0
Tennessee,1994,3.9
Tennessee,1995,4.1
Tennessee,1996,4.8
Tennessee,1997,4.4
Tennessee,1998,4.1
Tennessee,1999,4.3
Tennessee,2000,4.8
Tennessee,2001,4.6
Tennessee,2002,4.7
Tennessee,2003,4.6
Tennessee,2004,4.4
Tennessee,2005,4.4
Tennessee,2006,4.1
Tennessee,2007,4.0
Tennessee,2008,4.4
Tennessee,2009,4.3
Tennessee,2010,4.8
Tennessee,2011,4.1
Tennessee,2012,3.2
Tennessee,2013,4.2
Tennessee,2014,4.7
Texas,1980,13.7
Texas,1981,12.9
Texas,1982,13.3
Texas,1983,13.1
Texas,1984,13.9
Texas,1985,13.3
Texas,1986,12.2
Texas,1987,13.2
Texas,1988,13.0
Texas,1989,14.1
Texas,1990,13.0
Texas,1991,13.1
Texas,1992,12.7
Texas,1993,13.5
Texas,1994,12.6
Texas,1995,12.1
Texas,1996,13.1
Texas,1997,13.6
Texas,1998,12.1
Texas,1999,11.7
Texas,2000,12.9
Texas,2001,14.0
Texas,2002,13.9
Texas,2003,13.4
Texas,2004,12.1
Texas,2005,12.0
Texas,2006,10.5
Texas,2007,12.5
Texas,2008,12.0
Texas,2009,11.7
Texas,2010,13.7
Texas,2011,12.0
Texas,2012,10.2
Texas,2013,12.4
Texas,2014,13.9
Utah,1980,3.6
Utah,1981,3.3
Utah,1982,2.5
Utah,1983,3.4
Utah,1984,3.4
Utah,1985,3.6
Utah,1986,3.1
Utah,1987,2.6
Utah,1988,2.7
Utah,1989,2.9
Utah,1990,2.8
Utah,1991,3.1
Utah,1992,2.7
Utah,1993,3.1
Utah,1994,2.9
Utah,1995,2.9
Utah,1996,3.1
Utah,1997,3.4
Utah,1998,3.2
Utah,1999,3.2
Utah,2000,3.3
Utah,2001,3.3
Utah,2002,3.5
Utah,2003,3.2
Utah,2004,3.6
Utah,2005,3.4
Utah,2006,3.5
Utah,2007,3.5
Utah,2008,3.9
Utah,2009,3.8
Utah,2010,3.8
Utah,2011,4.0
Utah,2012,3.4
Utah,2013,4.1
Utah,2014,3.6
Vermont,1980,1.2
Vermont,1981,1.1
Vermont,1982,0.8
Vermont,1983,1.1
Vermont,1984,1.4
Vermont,1985,1.5
Vermont,1986,1.2
Vermont,1987,1.3
Vermont,1988,1.4
Vermont,1989,1.5
Vermont,1990,1.4
Vermont,1991,1.5
Vermont,1992,1.6
Vermont,1993,1.5
Vermont,1994,1.5
Vermont,1995,1.4
Vermont,1996,1.5
Vermont,1997,1.5
Vermont,1998,1.4
Vermont,1999,1.4
Vermont,2000,1.6
Vermont,2001,1.6
Vermont,2002,1.5
Vermont,2003,1.6
Vermont,2004,1.8
Vermont,2005,1.6
Vermont,2006,1.5
Vermont,2007,1.5
Vermont,2008,1.3
Vermont,2009,1.5
Vermont,2010,1.3
Vermont,2011,1.3
Vermont,2012,1.1
Vermont,2013,1.3
Vermont,2014,1.4
Virginia,1980,7.1
Virginia,1981,5.8
Virginia,1982,5.6
Virginia,1983,5.8
Virginia,1984,7.3
Virginia,1985,7.1
Virginia,1986,7.4
Virginia,1987,7.7
Virginia,1988,8.2
Virginia,1989,7.8
Virginia,1990,6.4
Virginia,1991,6.3
Virginia,1992,6.9
Virginia,1993,7.1
Virginia,1994,7.0
Virginia,1995,7.1
Virginia,1996,8.0
Virginia,1997,7.7
Virginia,1998,7.0
Virginia,1999,7.2
Virginia,2000,8.2
Virginia,2001,7.4
Virginia,2002,7.2
Virginia,2003,8.2
Virginia,2004,8.3
Virginia,2005,8.4
Virginia,2006,6.9
Virginia,2007,7.3
Virginia,2008,6.9
Virginia,2009,6.9
Virginia,2010,7.1
Virginia,2011,6.3
Virginia,2012,5.4
Virginia,2013,6.5
Virginia,2014,6.9
Washington,1980,3.4
Washington,1981,3.2
Washington,1982,3.3
Washington,1983,2.9
Washington,1984,3.2
Washington,1985,3.4
Washington,1986,3.1
Washington,1987,2.9
Washington,1988,3.3
Washington,1989,3.5
Washington,1990,3.5
Washington,1991,3.8
Washington,1992,3.5
Washington,1993,4.2
Washington,1994,4.2
Washington,1995,4.1
Washington,1996,4.7
Washington,1997,4.8
Washington,1998,4.7
Washington,1999,5.3
Washington,2000,5.2
Washington,2001,6.0
Washington,2002,5.5
Washington,2003,4.9
Washington,2004,4.9
Washington,2005,5.0
Washington,2006,5.1
Washington,2007,5.2
Washington,2008,5.6
Washington,2009,5.6
Washington,2010,5.1
Washington,2011,5.6
Washington,2012,5.1
Washington,2013,5.3
Washington,2014,5.0
West Virginia,1980,3.5
West Virginia,1981,3.3
West Virginia,1982,3.0
West Virginia,1983,2.7
West Virginia,1984,2.8
West Virginia,1985,2.6
West Virginia,1986,2.6
West Virginia,1987,2.6
West Virginia,1988,2.7
West Virginia,1989,2.7
West Virginia,1990,2.4
West Virginia,1991,2.3
West Virginia,1992,2.5
West Virginia,1993,2.5
West Virginia,1994,2.5
West Virginia,1995,2.4
West Virginia,1996,2.7
West Virginia,1997,2.6
West Virginia,1998,2.3
West Virginia,1999,2.4
West Virginia,2000,2.4
West Virginia,2001,2.4
West Virginia,2002,2.2
West Virginia,2003,2.3
West Virginia,2004,2.3
West Virginia,2005,2.1
West Virginia,2006,2.0
West Virginia,2007,1.9
West Virginia,2008,1.9
West Virginia,2009,1.8
West Virginia,2010,1.9
West Virginia,2011,1.7
West Virginia,2012,1.5
West Virginia,2013,1.9
West Virginia,2014,1.9
Wisconsin,1980,10.9
Wisconsin,1981,9.9
Wisconsin,1982,10.3
Wisconsin,1983,9.0
Wisconsin,1984,9.6
Wisconsin,1985,9.9
Wisconsin,1986,9.6
Wisconsin,1987,9.2
Wisconsin,1988,10.3
Wisconsin,1989,10.6
Wisconsin,1990,9.4
Wisconsin,1991,10.1
Wisconsin,1992,9.9
Wisconsin,1993,10.6
Wisconsin,1994,10.1
Wisconsin,1995,10.3
Wisconsin,1996,11.5
Wisconsin,1997,10.4
Wisconsin,1998,8.9
Wisconsin,1999,10.1
Wisconsin,2000,10.2
Wisconsin,2001,9.8
Wisconsin,2002,10.5
Wisconsin,2003,10.6
Wisconsin,2004,10.2
Wisconsin,2005,9.9
Wisconsin,2006,8.9
Wisconsin,2007,9.4
Wisconsin,2008,10.1
Wisconsin,2009,9.3
Wisconsin,2010,8.6
Wisconsin,2011,8.8
Wisconsin,2012,7.6
Wisconsin,2013,9.8
Wisconsin,2014,10.2
Wyoming,1980,0.7
Wyoming,1981,0.7
Wyoming,1982,1.0
Wyoming,1983,1.1
Wyoming,1984,1.0
Wyoming,1985,1.0
Wyoming,1986,0.9
Wyoming,1987,0.9
Wyoming,1988,0.9
Wyoming,1989,0.8
Wyoming,1990,0.8
Wyoming,1991,0.9
Wyoming,1992,0.8
Wyoming,1993,0.9
Wyoming,1994,0.8
Wyoming,1995,0.9
Wyoming,1996,0.9
Wyoming,1997,0.8
Wyoming,1998,0.8
Wyoming,1999,0.8
Wyoming,2000,0.8
Wyoming,2001,0.8
Wyoming,2002,0.9
Wyoming,2003,0.8
Wyoming,2004,0.8
Wyoming,2005,0.8
Wyoming,2006,0.8
Wyoming,2007,0.9
Wyoming,2008,1.0
Wyoming,2009,0.9
Wyoming,2010,0.9
Wyoming,2011,1.0
Wyoming,2012,0.8
Wyoming,2013,0.9
Wyoming,2014,0.9
